state,district,pathogen,antibiotic,quarter,target_resistance,target_high_risk
Odisha,Berhampur,Acinetobacter baumannii,Amikacin,2021-12-31,58.1,0
Odisha,Berhampur,Acinetobacter baumannii,Amikacin,2022-03-31,57.6,0
Odisha,Berhampur,Acinetobacter baumannii,Amikacin,2022-06-30,61.2,0
Odisha,Berhampur,Acinetobacter baumannii,Amikacin,2022-09-30,60.3,0
Odisha,Berhampur,Acinetobacter baumannii,Amikacin,2022-12-31,63.1,0
Odisha,Berhampur,Acinetobacter baumannii,Amikacin,2023-03-31,63.4,0
Odisha,Berhampur,Acinetobacter baumannii,Amikacin,2023-06-30,64.2,0
Odisha,Berhampur,Acinetobacter baumannii,Amikacin,2023-09-30,63.4,0
Odisha,Berhampur,Acinetobacter baumannii,Cefoperazone-Sulbactam,2021-03-31,55.5,0
Odisha,Berhampur,Acinetobacter baumannii,Cefoperazone-Sulbactam,2021-06-30,56.6,0
Odisha,Berhampur,Acinetobacter baumannii,Cefoperazone-Sulbactam,2021-09-30,55.2,0
Odisha,Berhampur,Acinetobacter baumannii,Cefoperazone-Sulbactam,2021-12-31,59.0,0
Odisha,Berhampur,Acinetobacter baumannii,Cefoperazone-Sulbactam,2022-03-31,57.6,0
Odisha,Berhampur,Acinetobacter baumannii,Cefoperazone-Sulbactam,2022-06-30,60.1,0
Odisha,Berhampur,Acinetobacter baumannii,Cefoperazone-Sulbactam,2022-09-30,59.5,0
Odisha,Berhampur,Acinetobacter baumannii,Cefoperazone-Sulbactam,2022-12-31,61.8,0
Odisha,Berhampur,Acinetobacter baumannii,Cefoperazone-Sulbactam,2023-03-31,62.4,0
Odisha,Berhampur,Acinetobacter baumannii,Cefoperazone-Sulbactam,2023-06-30,63.7,0
Odisha,Berhampur,Acinetobacter baumannii,Cefoperazone-Sulbactam,2023-09-30,61.5,0
Odisha,Berhampur,Acinetobacter baumannii,Ceftriaxone,2021-03-31,74.4,1
Odisha,Berhampur,Acinetobacter baumannii,Ceftriaxone,2021-06-30,77.0,1
Odisha,Berhampur,Acinetobacter baumannii,Ceftriaxone,2021-09-30,72.2,1
Odisha,Berhampur,Acinetobacter baumannii,Ceftriaxone,2021-12-31,76.3,1
Odisha,Berhampur,Acinetobacter baumannii,Ceftriaxone,2022-03-31,77.3,1
Odisha,Berhampur,Acinetobacter baumannii,Ceftriaxone,2022-06-30,77.7,1
Odisha,Berhampur,Acinetobacter baumannii,Ceftriaxone,2022-09-30,75.4,1
Odisha,Berhampur,Acinetobacter baumannii,Ceftriaxone,2022-12-31,78.8,1
Odisha,Berhampur,Acinetobacter baumannii,Ceftriaxone,2023-03-31,79.4,1
Odisha,Berhampur,Acinetobacter baumannii,Ceftriaxone,2023-06-30,82.4,1
Odisha,Berhampur,Acinetobacter baumannii,Ceftriaxone,2023-09-30,79.5,1
Odisha,Berhampur,Acinetobacter baumannii,Ciprofloxacin,2021-03-31,71.4,1
Odisha,Berhampur,Acinetobacter baumannii,Ciprofloxacin,2021-06-30,72.6,1
Odisha,Berhampur,Acinetobacter baumannii,Ciprofloxacin,2021-09-30,72.9,1
Odisha,Berhampur,Acinetobacter baumannii,Ciprofloxacin,2021-12-31,72.8,1
Odisha,Berhampur,Acinetobacter baumannii,Ciprofloxacin,2022-03-31,72.3,1
Odisha,Berhampur,Acinetobacter baumannii,Ciprofloxacin,2022-06-30,77.5,1
Odisha,Berhampur,Acinetobacter baumannii,Ciprofloxacin,2022-09-30,73.7,1
Odisha,Berhampur,Acinetobacter baumannii,Ciprofloxacin,2022-12-31,75.6,1
Odisha,Berhampur,Acinetobacter baumannii,Ciprofloxacin,2023-03-31,77.2,1
Odisha,Berhampur,Acinetobacter baumannii,Ciprofloxacin,2023-06-30,79.4,1
Odisha,Berhampur,Acinetobacter baumannii,Ciprofloxacin,2023-09-30,76.9,1
Odisha,Berhampur,Acinetobacter baumannii,Colistin,2021-03-31,1.8,0
Odisha,Berhampur,Acinetobacter baumannii,Colistin,2021-06-30,1.8,0
Odisha,Berhampur,Acinetobacter baumannii,Colistin,2021-09-30,1.8,0
Odisha,Berhampur,Acinetobacter baumannii,Colistin,2021-12-31,1.9,0
Odisha,Berhampur,Acinetobacter baumannii,Colistin,2022-03-31,1.9,0
Odisha,Berhampur,Acinetobacter baumannii,Colistin,2022-06-30,2.0,0
Odisha,Berhampur,Acinetobacter baumannii,Colistin,2022-09-30,1.9,0
Odisha,Berhampur,Acinetobacter baumannii,Colistin,2022-12-31,1.9,0
Odisha,Berhampur,Acinetobacter baumannii,Colistin,2023-03-31,2.0,0
Odisha,Berhampur,Acinetobacter baumannii,Colistin,2023-06-30,2.0,0
Odisha,Berhampur,Acinetobacter baumannii,Colistin,2023-09-30,1.9,0
Odisha,Berhampur,Acinetobacter baumannii,Gentamicin,2021-03-31,71.1,1
Odisha,Berhampur,Acinetobacter baumannii,Gentamicin,2021-06-30,73.0,1
Odisha,Berhampur,Acinetobacter baumannii,Gentamicin,2021-09-30,69.0,0
Odisha,Berhampur,Acinetobacter baumannii,Gentamicin,2021-12-31,72.4,1
Odisha,Berhampur,Acinetobacter baumannii,Gentamicin,2022-03-31,72.7,1
Odisha,Berhampur,Acinetobacter baumannii,Gentamicin,2022-06-30,72.6,1
Odisha,Berhampur,Acinetobacter baumannii,Gentamicin,2022-09-30,72.3,1
Odisha,Berhampur,Acinetobacter baumannii,Gentamicin,2022-12-31,74.1,1
Odisha,Berhampur,Acinetobacter baumannii,Gentamicin,2023-03-31,73.9,1
Odisha,Berhampur,Acinetobacter baumannii,Gentamicin,2023-06-30,74.8,1
Odisha,Berhampur,Acinetobacter baumannii,Gentamicin,2023-09-30,74.6,1
Odisha,Berhampur,Acinetobacter baumannii,Imipenem,2021-03-31,44.1,0
Odisha,Berhampur,Acinetobacter baumannii,Imipenem,2021-06-30,45.1,0
Odisha,Berhampur,Acinetobacter baumannii,Imipenem,2021-09-30,43.4,0
Odisha,Berhampur,Acinetobacter baumannii,Imipenem,2021-12-31,45.4,0
Odisha,Berhampur,Acinetobacter baumannii,Imipenem,2022-03-31,45.4,0
Odisha,Berhampur,Acinetobacter baumannii,Imipenem,2022-06-30,47.8,0
Odisha,Berhampur,Acinetobacter baumannii,Imipenem,2022-09-30,46.3,0
Odisha,Berhampur,Acinetobacter baumannii,Imipenem,2022-12-31,47.4,0
Odisha,Berhampur,Acinetobacter baumannii,Imipenem,2023-03-31,45.9,0
Odisha,Berhampur,Acinetobacter baumannii,Imipenem,2023-06-30,47.0,0
Odisha,Berhampur,Acinetobacter baumannii,Imipenem,2023-09-30,45.7,0
Odisha,Berhampur,Acinetobacter baumannii,Piperacillin-Tazobactam,2021-03-31,60.2,0
Odisha,Berhampur,Acinetobacter baumannii,Piperacillin-Tazobactam,2021-06-30,63.0,0
Odisha,Berhampur,Acinetobacter baumannii,Piperacillin-Tazobactam,2021-09-30,61.3,0
Odisha,Berhampur,Acinetobacter baumannii,Piperacillin-Tazobactam,2021-12-31,62.0,0
Odisha,Berhampur,Acinetobacter baumannii,Piperacillin-Tazobactam,2022-03-31,63.9,0
Odisha,Berhampur,Acinetobacter baumannii,Piperacillin-Tazobactam,2022-06-30,64.3,0
Odisha,Berhampur,Acinetobacter baumannii,Piperacillin-Tazobactam,2022-09-30,64.4,0
Odisha,Berhampur,Acinetobacter baumannii,Piperacillin-Tazobactam,2022-12-31,65.3,0
Odisha,Berhampur,Acinetobacter baumannii,Piperacillin-Tazobactam,2023-03-31,67.7,0
Odisha,Berhampur,Acinetobacter baumannii,Piperacillin-Tazobactam,2023-06-30,69.8,0
Odisha,Berhampur,Acinetobacter baumannii,Piperacillin-Tazobactam,2023-09-30,66.7,0
Odisha,Berhampur,Escherichia coli,Amikacin,2021-03-31,17.4,0
Odisha,Berhampur,Escherichia coli,Amikacin,2021-06-30,17.6,0
Odisha,Berhampur,Escherichia coli,Amikacin,2021-09-30,17.4,0
Odisha,Berhampur,Escherichia coli,Amikacin,2021-12-31,17.6,0
Odisha,Berhampur,Escherichia coli,Amikacin,2022-03-31,17.7,0
Odisha,Berhampur,Escherichia coli,Amikacin,2022-06-30,18.4,0
Odisha,Berhampur,Escherichia coli,Amikacin,2022-09-30,17.6,0
Odisha,Berhampur,Escherichia coli,Amikacin,2022-12-31,18.3,0
Odisha,Berhampur,Escherichia coli,Amikacin,2023-03-31,18.8,0
Odisha,Berhampur,Escherichia coli,Amikacin,2023-06-30,18.6,0
Odisha,Berhampur,Escherichia coli,Amikacin,2023-09-30,19.0,0
Odisha,Berhampur,Escherichia coli,Cefoperazone-Sulbactam,2021-03-31,32.8,0
Odisha,Berhampur,Escherichia coli,Cefoperazone-Sulbactam,2021-06-30,33.3,0
Odisha,Berhampur,Escherichia coli,Cefoperazone-Sulbactam,2021-09-30,32.4,0
Odisha,Berhampur,Escherichia coli,Cefoperazone-Sulbactam,2021-12-31,34.6,0
Odisha,Berhampur,Escherichia coli,Cefoperazone-Sulbactam,2022-03-31,33.6,0
Odisha,Berhampur,Escherichia coli,Cefoperazone-Sulbactam,2022-06-30,34.0,0
Odisha,Berhampur,Escherichia coli,Cefoperazone-Sulbactam,2022-09-30,33.4,0
Odisha,Berhampur,Escherichia coli,Cefoperazone-Sulbactam,2022-12-31,34.5,0
Odisha,Berhampur,Escherichia coli,Cefoperazone-Sulbactam,2023-03-31,35.4,0
Odisha,Berhampur,Escherichia coli,Cefoperazone-Sulbactam,2023-06-30,36.4,0
Odisha,Berhampur,Escherichia coli,Cefoperazone-Sulbactam,2023-09-30,35.9,0
Odisha,Berhampur,Escherichia coli,Ceftriaxone,2021-03-31,66.0,0
Odisha,Berhampur,Escherichia coli,Ceftriaxone,2021-06-30,64.7,0
Odisha,Berhampur,Escherichia coli,Ceftriaxone,2021-09-30,65.7,0
Odisha,Berhampur,Escherichia coli,Ceftriaxone,2021-12-31,66.9,0
Odisha,Berhampur,Escherichia coli,Ceftriaxone,2022-03-31,67.2,0
Odisha,Berhampur,Escherichia coli,Ceftriaxone,2022-06-30,68.4,0
Odisha,Berhampur,Escherichia coli,Ceftriaxone,2022-09-30,68.2,0
Odisha,Berhampur,Escherichia coli,Ceftriaxone,2022-12-31,67.9,0
Odisha,Berhampur,Escherichia coli,Ceftriaxone,2023-03-31,68.1,0
Odisha,Berhampur,Escherichia coli,Ceftriaxone,2023-06-30,70.2,1
Odisha,Berhampur,Escherichia coli,Ceftriaxone,2023-09-30,70.4,1
Odisha,Berhampur,Escherichia coli,Ciprofloxacin,2021-03-31,73.1,1
Odisha,Berhampur,Escherichia coli,Ciprofloxacin,2021-06-30,72.3,1
Odisha,Berhampur,Escherichia coli,Ciprofloxacin,2021-09-30,71.6,1
Odisha,Berhampur,Escherichia coli,Ciprofloxacin,2021-12-31,75.4,1
Odisha,Berhampur,Escherichia coli,Ciprofloxacin,2022-03-31,76.7,1
Odisha,Berhampur,Escherichia coli,Ciprofloxacin,2022-06-30,77.9,1
Odisha,Berhampur,Escherichia coli,Ciprofloxacin,2022-09-30,75.0,1
Odisha,Berhampur,Escherichia coli,Ciprofloxacin,2022-12-31,76.1,1
Odisha,Berhampur,Escherichia coli,Ciprofloxacin,2023-03-31,79.1,1
Odisha,Berhampur,Escherichia coli,Ciprofloxacin,2023-06-30,79.3,1
Odisha,Berhampur,Escherichia coli,Ciprofloxacin,2023-09-30,78.0,1
Odisha,Berhampur,Escherichia coli,Colistin,2021-03-31,1.0,0
Odisha,Berhampur,Escherichia coli,Colistin,2021-06-30,1.0,0
Odisha,Berhampur,Escherichia coli,Colistin,2021-09-30,1.0,0
Odisha,Berhampur,Escherichia coli,Colistin,2021-12-31,1.1,0
Odisha,Berhampur,Escherichia coli,Colistin,2022-03-31,1.1,0
Odisha,Berhampur,Escherichia coli,Colistin,2022-06-30,1.1,0
Odisha,Berhampur,Escherichia coli,Colistin,2022-09-30,1.1,0
Odisha,Berhampur,Escherichia coli,Colistin,2022-12-31,1.1,0
Odisha,Berhampur,Escherichia coli,Colistin,2023-03-31,1.1,0
Odisha,Berhampur,Escherichia coli,Colistin,2023-06-30,1.1,0
Odisha,Berhampur,Escherichia coli,Colistin,2023-09-30,1.1,0
Odisha,Berhampur,Escherichia coli,Gentamicin,2021-03-31,42.4,0
Odisha,Berhampur,Escherichia coli,Gentamicin,2021-06-30,44.1,0
Odisha,Berhampur,Escherichia coli,Gentamicin,2021-09-30,41.8,0
Odisha,Berhampur,Escherichia coli,Gentamicin,2021-12-31,44.0,0
Odisha,Berhampur,Escherichia coli,Gentamicin,2022-03-31,42.8,0
Odisha,Berhampur,Escherichia coli,Gentamicin,2022-06-30,44.9,0
Odisha,Berhampur,Escherichia coli,Gentamicin,2022-09-30,43.8,0
Odisha,Berhampur,Escherichia coli,Gentamicin,2022-12-31,45.4,0
Odisha,Berhampur,Escherichia coli,Gentamicin,2023-03-31,45.3,0
Odisha,Berhampur,Escherichia coli,Gentamicin,2023-06-30,45.7,0
Odisha,Berhampur,Escherichia coli,Gentamicin,2023-09-30,44.5,0
Odisha,Berhampur,Escherichia coli,Imipenem,2021-03-31,7.4,0
Odisha,Berhampur,Escherichia coli,Imipenem,2021-06-30,7.5,0
Odisha,Berhampur,Escherichia coli,Imipenem,2021-09-30,7.4,0
Odisha,Berhampur,Escherichia coli,Imipenem,2021-12-31,7.8,0
Odisha,Berhampur,Escherichia coli,Imipenem,2022-03-31,7.7,0
Odisha,Berhampur,Escherichia coli,Imipenem,2022-06-30,7.9,0
Odisha,Berhampur,Escherichia coli,Imipenem,2022-09-30,7.9,0
Odisha,Berhampur,Escherichia coli,Imipenem,2022-12-31,7.9,0
Odisha,Berhampur,Escherichia coli,Imipenem,2023-03-31,8.2,0
Odisha,Berhampur,Escherichia coli,Imipenem,2023-06-30,8.2,0
Odisha,Berhampur,Escherichia coli,Imipenem,2023-09-30,8.0,0
Odisha,Berhampur,Escherichia coli,Piperacillin-Tazobactam,2021-03-31,23.4,0
Odisha,Berhampur,Escherichia coli,Piperacillin-Tazobactam,2021-06-30,24.7,0
Odisha,Berhampur,Escherichia coli,Piperacillin-Tazobactam,2021-09-30,23.2,0
Odisha,Berhampur,Escherichia coli,Piperacillin-Tazobactam,2021-12-31,25.0,0
Odisha,Berhampur,Escherichia coli,Piperacillin-Tazobactam,2022-03-31,24.1,0
Odisha,Berhampur,Escherichia coli,Piperacillin-Tazobactam,2022-06-30,25.4,0
Odisha,Berhampur,Escherichia coli,Piperacillin-Tazobactam,2022-09-30,24.9,0
Odisha,Berhampur,Escherichia coli,Piperacillin-Tazobactam,2022-12-31,25.0,0
Odisha,Berhampur,Escherichia coli,Piperacillin-Tazobactam,2023-03-31,25.7,0
Odisha,Berhampur,Escherichia coli,Piperacillin-Tazobactam,2023-06-30,26.7,0
Odisha,Berhampur,Escherichia coli,Piperacillin-Tazobactam,2023-09-30,25.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Amikacin,2021-03-31,34.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Amikacin,2021-06-30,34.1,0
Odisha,Berhampur,Klebsiella pneumoniae,Amikacin,2021-09-30,34.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Amikacin,2021-12-31,34.7,0
Odisha,Berhampur,Klebsiella pneumoniae,Amikacin,2022-03-31,35.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Amikacin,2022-06-30,35.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Amikacin,2022-09-30,35.9,0
Odisha,Berhampur,Klebsiella pneumoniae,Amikacin,2022-12-31,37.0,0
Odisha,Berhampur,Klebsiella pneumoniae,Amikacin,2023-03-31,36.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Amikacin,2023-06-30,36.5,0
Odisha,Berhampur,Klebsiella pneumoniae,Amikacin,2023-09-30,35.7,0
Odisha,Berhampur,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2021-03-31,46.2,0
Odisha,Berhampur,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2021-06-30,49.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2021-09-30,46.7,0
Odisha,Berhampur,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2021-12-31,48.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2022-03-31,49.4,0
Odisha,Berhampur,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2022-06-30,49.6,0
Odisha,Berhampur,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2022-09-30,50.0,0
Odisha,Berhampur,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2022-12-31,49.4,0
Odisha,Berhampur,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2023-03-31,50.6,0
Odisha,Berhampur,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2023-06-30,51.7,0
Odisha,Berhampur,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2023-09-30,49.5,0
Odisha,Berhampur,Klebsiella pneumoniae,Ceftriaxone,2021-03-31,63.4,0
Odisha,Berhampur,Klebsiella pneumoniae,Ceftriaxone,2021-06-30,67.9,0
Odisha,Berhampur,Klebsiella pneumoniae,Ceftriaxone,2021-09-30,65.6,0
Odisha,Berhampur,Klebsiella pneumoniae,Ceftriaxone,2021-12-31,66.2,0
Odisha,Berhampur,Klebsiella pneumoniae,Ceftriaxone,2022-03-31,69.7,0
Odisha,Berhampur,Klebsiella pneumoniae,Ceftriaxone,2022-06-30,67.9,0
Odisha,Berhampur,Klebsiella pneumoniae,Ceftriaxone,2022-09-30,69.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Ceftriaxone,2022-12-31,70.2,1
Odisha,Berhampur,Klebsiella pneumoniae,Ceftriaxone,2023-03-31,72.3,1
Odisha,Berhampur,Klebsiella pneumoniae,Ceftriaxone,2023-06-30,72.4,1
Odisha,Berhampur,Klebsiella pneumoniae,Ceftriaxone,2023-09-30,68.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Ciprofloxacin,2021-03-31,56.9,0
Odisha,Berhampur,Klebsiella pneumoniae,Ciprofloxacin,2021-06-30,58.4,0
Odisha,Berhampur,Klebsiella pneumoniae,Ciprofloxacin,2021-09-30,56.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Ciprofloxacin,2021-12-31,58.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Ciprofloxacin,2022-03-31,59.4,0
Odisha,Berhampur,Klebsiella pneumoniae,Ciprofloxacin,2022-06-30,62.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Ciprofloxacin,2022-09-30,57.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Ciprofloxacin,2022-12-31,61.1,0
Odisha,Berhampur,Klebsiella pneumoniae,Ciprofloxacin,2023-03-31,61.4,0
Odisha,Berhampur,Klebsiella pneumoniae,Ciprofloxacin,2023-06-30,63.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Ciprofloxacin,2023-09-30,60.6,0
Odisha,Berhampur,Klebsiella pneumoniae,Colistin,2021-03-31,2.7,0
Odisha,Berhampur,Klebsiella pneumoniae,Colistin,2021-06-30,2.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Colistin,2021-09-30,2.7,0
Odisha,Berhampur,Klebsiella pneumoniae,Colistin,2021-12-31,2.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Colistin,2022-03-31,2.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Colistin,2022-06-30,2.9,0
Odisha,Berhampur,Klebsiella pneumoniae,Colistin,2022-09-30,2.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Colistin,2022-12-31,2.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Colistin,2023-03-31,2.9,0
Odisha,Berhampur,Klebsiella pneumoniae,Colistin,2023-06-30,2.9,0
Odisha,Berhampur,Klebsiella pneumoniae,Colistin,2023-09-30,2.9,0
Odisha,Berhampur,Klebsiella pneumoniae,Gentamicin,2021-03-31,56.0,0
Odisha,Berhampur,Klebsiella pneumoniae,Gentamicin,2021-06-30,55.2,0
Odisha,Berhampur,Klebsiella pneumoniae,Gentamicin,2021-09-30,56.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Gentamicin,2021-12-31,55.5,0
Odisha,Berhampur,Klebsiella pneumoniae,Gentamicin,2022-03-31,56.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Gentamicin,2022-06-30,57.6,0
Odisha,Berhampur,Klebsiella pneumoniae,Gentamicin,2022-09-30,55.7,0
Odisha,Berhampur,Klebsiella pneumoniae,Gentamicin,2022-12-31,60.1,0
Odisha,Berhampur,Klebsiella pneumoniae,Gentamicin,2023-03-31,58.2,0
Odisha,Berhampur,Klebsiella pneumoniae,Gentamicin,2023-06-30,59.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Gentamicin,2023-09-30,59.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Imipenem,2021-03-31,22.2,0
Odisha,Berhampur,Klebsiella pneumoniae,Imipenem,2021-06-30,22.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Imipenem,2021-09-30,22.4,0
Odisha,Berhampur,Klebsiella pneumoniae,Imipenem,2021-12-31,22.5,0
Odisha,Berhampur,Klebsiella pneumoniae,Imipenem,2022-03-31,22.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Imipenem,2022-06-30,23.2,0
Odisha,Berhampur,Klebsiella pneumoniae,Imipenem,2022-09-30,22.9,0
Odisha,Berhampur,Klebsiella pneumoniae,Imipenem,2022-12-31,23.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Imipenem,2023-03-31,23.1,0
Odisha,Berhampur,Klebsiella pneumoniae,Imipenem,2023-06-30,23.7,0
Odisha,Berhampur,Klebsiella pneumoniae,Imipenem,2023-09-30,23.4,0
Odisha,Berhampur,Klebsiella pneumoniae,Piperacillin-Tazobactam,2021-03-31,44.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Piperacillin-Tazobactam,2021-06-30,45.2,0
Odisha,Berhampur,Klebsiella pneumoniae,Piperacillin-Tazobactam,2021-09-30,43.8,0
Odisha,Berhampur,Klebsiella pneumoniae,Piperacillin-Tazobactam,2021-12-31,46.4,0
Odisha,Berhampur,Klebsiella pneumoniae,Piperacillin-Tazobactam,2022-03-31,46.4,0
Odisha,Berhampur,Klebsiella pneumoniae,Piperacillin-Tazobactam,2022-06-30,47.2,0
Odisha,Berhampur,Klebsiella pneumoniae,Piperacillin-Tazobactam,2022-09-30,45.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Piperacillin-Tazobactam,2022-12-31,48.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Piperacillin-Tazobactam,2023-03-31,48.1,0
Odisha,Berhampur,Klebsiella pneumoniae,Piperacillin-Tazobactam,2023-06-30,47.3,0
Odisha,Berhampur,Klebsiella pneumoniae,Piperacillin-Tazobactam,2023-09-30,48.4,0
Odisha,Berhampur,Pseudomonas aeruginosa,Amikacin,2021-03-31,26.7,0
Odisha,Berhampur,Pseudomonas aeruginosa,Amikacin,2021-06-30,26.9,0
Odisha,Berhampur,Pseudomonas aeruginosa,Amikacin,2021-09-30,25.5,0
Odisha,Berhampur,Pseudomonas aeruginosa,Amikacin,2021-12-31,26.7,0
Odisha,Berhampur,Pseudomonas aeruginosa,Amikacin,2022-03-31,27.4,0
Odisha,Berhampur,Pseudomonas aeruginosa,Amikacin,2022-06-30,27.9,0
Odisha,Berhampur,Pseudomonas aeruginosa,Amikacin,2022-09-30,28.0,0
Odisha,Berhampur,Pseudomonas aeruginosa,Amikacin,2022-12-31,28.4,0
Odisha,Berhampur,Pseudomonas aeruginosa,Amikacin,2023-03-31,28.9,0
Odisha,Berhampur,Pseudomonas aeruginosa,Amikacin,2023-06-30,29.6,0
Odisha,Berhampur,Pseudomonas aeruginosa,Amikacin,2023-09-30,28.8,0
Odisha,Berhampur,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2021-03-31,26.9,0
Odisha,Berhampur,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2021-06-30,27.3,0
Odisha,Berhampur,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2021-09-30,26.0,0
Odisha,Berhampur,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2021-12-31,28.2,0
Odisha,Berhampur,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2022-03-31,28.0,0
Odisha,Berhampur,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2022-06-30,28.8,0
Odisha,Berhampur,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2022-09-30,27.8,0
Odisha,Berhampur,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2022-12-31,29.3,0
Odisha,Berhampur,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2023-03-31,27.8,0
Odisha,Berhampur,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2023-06-30,30.2,0
Odisha,Berhampur,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2023-09-30,28.6,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ceftriaxone,2021-03-31,54.1,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ceftriaxone,2021-06-30,53.9,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ceftriaxone,2021-09-30,53.0,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ceftriaxone,2021-12-31,57.4,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ceftriaxone,2022-03-31,55.3,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ceftriaxone,2022-06-30,57.8,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ceftriaxone,2022-09-30,56.3,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ceftriaxone,2022-12-31,59.7,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ceftriaxone,2023-03-31,59.9,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ceftriaxone,2023-06-30,61.5,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ceftriaxone,2023-09-30,60.0,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ciprofloxacin,2021-03-31,36.1,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ciprofloxacin,2021-06-30,37.7,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ciprofloxacin,2021-09-30,36.6,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ciprofloxacin,2021-12-31,38.2,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ciprofloxacin,2022-03-31,37.2,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ciprofloxacin,2022-06-30,37.9,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ciprofloxacin,2022-09-30,36.8,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ciprofloxacin,2022-12-31,37.7,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ciprofloxacin,2023-03-31,39.5,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ciprofloxacin,2023-06-30,39.2,0
Odisha,Berhampur,Pseudomonas aeruginosa,Ciprofloxacin,2023-09-30,39.1,0
Odisha,Berhampur,Pseudomonas aeruginosa,Colistin,2021-03-31,1.9,0
Odisha,Berhampur,Pseudomonas aeruginosa,Colistin,2021-06-30,1.9,0
Odisha,Berhampur,Pseudomonas aeruginosa,Colistin,2021-09-30,1.9,0
Odisha,Berhampur,Pseudomonas aeruginosa,Colistin,2021-12-31,2.0,0
Odisha,Berhampur,Pseudomonas aeruginosa,Colistin,2022-03-31,2.0,0
Odisha,Berhampur,Pseudomonas aeruginosa,Colistin,2022-06-30,2.0,0
Odisha,Berhampur,Pseudomonas aeruginosa,Colistin,2022-09-30,1.9,0
Odisha,Berhampur,Pseudomonas aeruginosa,Colistin,2022-12-31,2.0,0
